# reef_id, area_km2, sand_propotion, shelf_position

# reef_id
# The reef IDs here are the standard used throughout the RME and
# must be the same as in all the other data files used.
# If reef IDs do not match up across files the RME will not run.
# The order here is also important since this must match the
# connectivity matrix files that do not have reef IDs embedded.
# Note that some alternate lists of reef IDs are circulating
# that have five reefs renamed as follows:
# used in RME   alternate
# 10-441        11-325
# 11-288        11-244e
# 11-303        11-244f
# 11-310        11-244g
# 11-311        11-244h
# These are just renamings as can be seen on a map of GBR.
# 10-441 is between two groups with IDs 10-44x and 11-32x,
# alternate ID 11-325 just makes it part of the other group.
# Alternate IDs 11-244e,f,g,h brings four unnamed reefs into
# "Great Detatched Reef" group which they are clearly part of.
# The alternate IDs are likely a newer revision, but currently
# the RME uses the orignal (legacy) reef IDs.
# Additionally a error has been propagated through many files
# where the reef id listed here as "20-198" is listed as "20198".
# Note the RME is case-insensitive to letters in the reef IDs.
# They can be upper or lower case when specified, when reported
# they are upper-case.

# area_km2
# The area of the reef in square kilometres.

# sand_proportion
# Proportion of reef which is non-grazable (sand)
# as a proportion (range 0 to 1).

# shelf_position
# The location of the reef on the continental shelf:
# 1 = inshore
# 2 = midshelf
# 3 = offshore

# This file was updated on Thu 30 Mar 12:07:21 BST 2023

11-143,0.059501428,0.273867268,1
11-144,0.006266169,0.267195264,1
11-145,4.463706425,0.273867268,1
11-146,0.016596581,0.267194681,1
11-147,1.684879497,0.273867268,1
11-148,0.015762007,0.273867268,1
11-149,8.949751604,0.273867268,1
11-150,0.23285059,0.273867268,1
11-151,0.044141802,0.273867268,1
11-152,5.243820999,0.273867268,1
11-153,0.07102583,0.273867268,1
11-154,3.044029039,0.243906468,1
11-155,7.983069746,0.244423314,1
11-156,15.23571511,0.243641704,1
11-169,2.451177742,0.269248334,1
11-170,0.010455188,0.237745432,1
11-171,1.177618302,0.277652678,1
11-172,0.006703506,0.267194429,1
11-173,27.97697818,0.223963411,1
11-174,5.647267393,0.355541729,1
11-175,0.30109571,0.22349063,1
11-176,3.61762286,0.273867268,1
11-177,1.095992786,0.272960922,1
11-178,0.012801064,0.237745433,1
11-179,0.01133481,0.237745429,1
11-180,0.02478368,0.237745433,1
11-159,8.688059986,0.245301992,1
11-160,12.15281867,0.245210042,2
11-161,6.035374134,0.24261857,1
11-162,3.536924793,0.212174116,2
11-163,0.04754308,0.228214562,2
11-164,6.118940921,0.225413395,2
11-165,11.23533377,0.244381002,1
11-166,2.377743673,0.221682458,1
11-167,3.73504131,0.270443414,1
11-168,0.000316787,0.237756998,1
11-223,6.539279069,0.285751431,3
11-224,0.477774552,0.287026152,3
11-225,1.677819353,0.292371548,3
11-226,1.111967351,0.28424826,3
11-227,1.428863513,0.278881034,3
11-228,5.741219084,0.287493284,3
11-181,0.446267971,0.273867268,1
11-182,0.007615997,0.267195443,1
11-183,0.00379044,0.26719631,1
11-184a,1.072549293,0.247380402,1
11-184b,0.978421489,0.245167116,2
11-184c,11.63192205,0.210216834,2
11-185,0.595879464,0.27293143,1
11-186,2.355325087,0.273008078,1
11-187,1.169689733,0.273867268,1
11-188,2.18742904,0.272468073,1
11-189,0.539169682,0.273867268,1
11-190a,0.560660164,0.273867268,1
11-190b,0.002690512,0.267191083,1
11-190c,0.823519668,0.273364743,1
11-191,2.417509073,0.272193019,1
11-192,0.000788168,0.267207223,1
11-193a,0.002462049,0.267193708,1
11-193b,0.001786086,0.267188961,1
11-194,1.169516097,0.273867268,1
11-195,0.014321303,0.273867268,1
11-196,0.520653511,0.29863274,3
11-197,1.908267478,0.305211887,2
11-200,4.403526449,0.244510719,2
11-201,3.637360831,0.299730907,2
11-202,0.937995043,0.283426683,2
11-203,1.837200064,0.285141867,2
11-204,1.135538185,0.290965194,2
11-205,5.637353675,0.287347988,2
11-206,5.575734673,0.288465829,3
11-207,4.497019913,0.287340287,2
11-208a,1.632723251,0.280214787,2
11-208b,0.426356777,0.286819188,2
11-209,0.861296881,0.293234394,2
11-210a,0.848881088,0.280222405,2
11-210b,1.233170504,0.283139408,2
11-211,6.831358765,0.229533581,2
11-212,2.871248298,0.291863198,2
11-213,0.24929976,0.237745432,2
11-214,22.40476656,0.225021352,2
11-215,0.830472158,0.292517526,2
11-216,9.423443858,0.216416021,2
